,userName,isEdited,date,title,rating,review,developerResponse
103,LostNurse,False,2018-08-02 06:13:17,Regretful that I Bought 5 Ring Cameras,1,"Absolutely having regrets that I bought 5 Ring cameras. 

👎🏻 Delayed connection (ALL THE TIME) when using live views after getting motion alerts, even with strong wifi connection. Main point of having these cameras becomes useless! 
👎🏻 Setting of motion parameters does not work.  We have more than one camera that we have adjusted to the lowest motion sensitivity settings possible, yet they still detect motion far beyond the set points. This, of course, leaves us with outcomes of false alarms (AGAIN ALL THE TIME). We end up ignoring these alarms, and again, like previously mentioned, another supporting fact that the main point of having these cameras becomes useless! 
👎🏻 One of our cameras powered by solar, suddenly stopped charging the battery.  Solar panel is only about a year old.  The battery was just recently sent as a replacement after I called customer support for the problem.  Replacement did not solve the problem; new battery still doesn’t charge, keeps on losing its power.  I don’t think solar power is scarce where we live especially this summer!  Bottomline is, the main point of having these cameras simply becomes useless given these reasons!",
104,Redhorsechick89,False,2018-01-25 00:43:38,Pretty good so far,4,"We just got this last night so this is our first full day using it but so far it’s been a good addition to our home. We live in an apartment complex and I like to keep an eye on things from time to time and now I can do it without people knowing. I recently caught a kid trying to mess with my car and after finding out that it was a group of teens attempting to break into tenants cars I told my fiancé to go buy a ring doorbell. I feel a little safer now that I can keep an eye on things. Haven’t had anyone ring it yet other than my fiancé as a test but it’s very cool that I can communicate with people without opening my door. I don’t trust people anymore so I’d rather not open my door for just anyone. I will update my review after a few weeks of use.
We’ve now had this about two weeks and I love it. I have been able to send solicitors away from my couch without opening the door. It really has given me peace of mind knowing who’s out there and not having to always open my door to deal with a person.",
105,Lefty in TX,False,2020-05-07 15:45:44,Virtually Useless,1,"I have the video doorbell pro and two stickup cams with solar panels installed. The physical equipment, i.e. the cams and solar cells, work fine and have survived two years of extreme summer and winter weather. 
However, the wifi connectivity between the cams and my devices (iOS) is so bad that the cameras are virtually useless for real-time monitoring. I am able to quickly call up live video about one in six or seven attempts on a good day. On the doorbell, it never works. I can look at video clips well after the fact, but I have effectively zero ability to see or interact with people on my property in real time.
It is NOT my wifi or internet connection, which is the dodge Ring’s support people always fall back on. I have better than 400 mbps download and 30-50 mbps upload speed (which I test every time I have trouble with this app) and every other wifi device I own works perfectly. I can be standing within five feet of my doorbell or stickup cams and be unable to view live video on my phone or tablet. 
There simply is no excuse for such incompetence, especially at the prices Ring charges. I have had enough of this and am switching to another vendor for my doorbell and outdoor security cams.",
106,Miadesign,True,2019-07-06 17:25:37,Works With Ring “tedious app problem”,4,"I recently purchased door locks and dimmer light switches that are certified by Ring.  I haven’t installed the locks yet since they are going to be at the new construction.  I installed one of the dimmer light switches in my coffee bar area so that I can wake up early without jarring lights in my eyes or waking others.  It installed easily. My pet peeve is that you have to go thru too many steps to dim them from your phone (before you wake get up). If I have to go thru the motion of “devices, alarm base station, then my different light switches” so early in the morning; I might as well just switch on a jarring light. The brand I chose was GE.  I had previously owned controlled light switches through another vendor; and I changed them because I  wanted to change everything to ring control. I am used to opening my app to favorites and hitting and off/on switch.  Will this improve soon? My only solution right now is to leave this light on very low at night as a nightlight, then ease it up manually as needed.","{'id': 2751271, 'body': ""Hi Miadesign,\n\nI'm sorry to hear this! We’re working on bringing HomeKit integration to Ring Pro and Floodlight Cam, and we’re excited to expand our partnership with Apple HomeKit and bring HomeKit integration to our other devices down the line. We don’t have a release date just yet, but you’ll definitely be the first to know once it’s launched!If you would like to address this further, feel free to reach out to me directly at marynell@ring.com. \n\nAll the best, \nMary Nell J., Neighbor Satisfaction Specialist \nmarynell@ring.com"", 'modified': '2019-07-06T17:25:37Z'}"
107,Unrung,False,2019-07-08 12:52:59,"Good hardware, so-so software",2,"It took me sometime to setup this unit to my router at home. It’s a fairly modern router with both 5g and 2g antennas. Initially I could not get it to connect at all to my main router until I connected it to an old router I have laying around. I let the unit update itself while it was connected to the old router. I changed the WiFi setting to connect to my main router and finally it connected. The other big issue I have is that when The camera is only showing black and white (night mode) all the time once installed on my front door. I am in an apartment that has a well lit hallway. When I tested this inside my apartment, the video showed color so I know the hardware is good. The fact that the software does not have a setting to turn night mode off is an annoyance. The black and white is in such a high contrast that there facial features are washed out. Pretty makes it useless. I am keeping the unit in hopes that this last issue gets addressed soon. Otherwise, I am looking to return it and just get something other than Ring.

Putting up the unit is super simple. Everything is included that you need to install it.",
108,New apple,False,2019-01-08 18:53:11,Lacking internal smarts,2,"My ring doorbell is wired yet the battery still drains and makes the ring loose the live view functionality. When the motion recording starts it only records for 40 seconds regardless of whether the person is still there or even when the person rings the doorbell after the motion recording has started the recording will cease at 40 seconds and shut off. A couple of times I've had the video shut off at the most crucial moment when someone has barely arrived at the front door the video shuts off.

2 years later 
Make the video recording longer. People approach the doorbell and the motion detects them and starts recording, they walk up the entrance up to the door, they ring the ring doorbell and stand around talking about how my dog is barking and the video goes black because in 42 seconds the recording has ended  and I don’t know what happened after that. Two minutes later the motion detector activated again and catches the foot of one of the guys leaving and keeps recording nothing for the next 41 seconds. If someone rings the doorbell make the ring recording at least 2 minutes long.",
109,you sucketh,False,2021-05-10 15:12:15,Garbage trash after 30 days 🚮,1,Before the 30 day trail is up the device is great. After the 30 days you have to pay to use this device to its fullest potential one again. Within the first 30 days the battery only has to be charged once a month. During the trail period the cost is $5 per month and if you don’t but it after 30 days it drops to $3 per month. After 30 sum days pass by the battery needs to be charged 3 times a week. For no apparent reason it’s all down hill after that. The app targets you to buy a solar panal for it or new battery. I also bought an extra back up battery because it takes about a whole day for it to charge. It’s not a battery issue it’s just becomes useless hardware if you don’t continue to pay for their service. You will also need to buy a new transformer 16 vac/ 30 v because it will burn out the 10v transformer or make it ring funny or have a buzzing noise. If you like to spend your money on useless junk then this item is meant for you. $36 per yr for this service is not much. If you break it down 3 per month but why and have to pay for something twice it’s simply idiocy.,
110,Vbrwn,False,2018-05-15 18:44:54,This review is about the app only,3,"I love that more features have been added over time. The app is well thought out. The only thing I would love to see added is a vibration setting added to the sounds. My motion alerts go off even when I’ve turned down the sound on my the phone. I don’t want to mute the alerts because I need to know what’s going on at home. But, it’s annoying to have the app make noise when I’m in a meeting and I can’t quiet the dumb app. Please add a vibrate only option. 

Also, I have to agree with the previous reviewer. My cameras never captures any individual in front of the camera as the approach. They only capture a video image after the person is already leaving the camera view. I have worked with the tech team on multiple occasions to source out the issue. I have been told it is either that my Wi-Fi is strength is not stable enough even though the camera is located less than 5 feet away from the WAP or the angle of the camera is not correct. This fall I am upgrading my internet to 1gig fiber. Let’s the fixes the Wi-Fi issue.",
111,MizzUnholy,False,2018-03-04 09:00:34,Works when it wants to.,2,"I really wanted to love the Ring Pro 2, but it only works when it wants to. I’ve done every different variation of troubleshooting available. I’ve been in contact with customer service who blamed my connection. That is NOT the issue here - I test my internet speed and it’s always well above the threshold. I went as far as to move my router to be literally right next to my doorbell device - it still said “good” connection but still would not work, even after resetting everything. I’m not sure why customer service was quick to blame my connection speed instead of the doorbell not working as it was marketed to work but I wish there was a better solution. I spent good money on this thing and it doesn’t work near as well as it should. When the device does decide to work, it works ok - nothing spectacular. I feel the video quality has gone down from when I first purchased/set up the device. Overall, do some research and spend some extra money to get a device from a different company so you’re not constantly disappointed like I am (and like it seems many others are as well.)","{'id': 2750950, 'body': ""Hi MizzUnholy,\n\nI'm sorry to hear that you are not completely satisfied with your Ring doorbell. When objects (physical barriers)  such as metal, steel, concrete,  stucco, brick, stone might affect the wifi signal. In these scenarios we recommend pairing your device with the Chime Pro . Adding a Ring Chime Pro or wifi extender will help the speeds travel directly from the router to the location of the doorbell. I'd be happy to assist you, in order to make sure that your device is performing optimally. Would you please contact me at marynell@ring.com, so I can assist you? \n\nThanks,\nMary Nell J., Neighbor Satisfaction Specialist\nmarynell@ring.com"", 'modified': '2018-03-05T23:58:33Z'}"
112,D1XCRunner,False,2020-12-03 04:14:35,"Overpriced, Missing Standard Features",1,"Ring cameras has come down some in price but they are still 2-3x their competitors and are missing key features.  Ring also charges a $3 per month fee to use basic services like recording video or motion notifications, services that are free from other manufacturers.  Ring doorbells do not offer 24/7 recording and I found mine will not activate until you are next to it.  If someone runs up to your door and grabs a package it will only get the back of your head.  A key feature of Ring is being able to post to Ring’s Neighbors to try to help catch local criminals.  However, I have had crime occur on my property and Ring does not also the video of the criminal to be posted as it may “lead to false accusations” despite the fact there is a video of the crime.  I also use Wyze cams and would recommend those as they have free 24/7 recording with a microSD card (Ring doesn’t have that option) as well as free motion notification w/ cloud video storage. So everything Ring has, but more and for free...also Wyze cams are $25 and my Ring was $225.  Definitely not making the mistake of buying Ring again.",
113,Ladybug770,False,2020-01-08 05:30:39,Recent update has “Solar Panel Status”,3,"The update which they added “solar panel status “ under the device health shows does not detect my solar panel at all and tells me I need to add a solar panel when I’ve always had one attached to my spotlight cam. Not sure what’s going on, so when I contacted Ring support they told me to climb up to my cam and make sure the panel is plugged in and not damaged. Ok so I’ve had this panel for a year now and the battery didn’t have a problem charging but lately it’s not charging much. It’s not damaged either. So maybe the app is damaged and need another update. I deleted and downloaded the app again and it still says the same thing. Okay, what Ring has to understand is ppl don’t have time to climb and move or detach anything. Why would this even need to be done. My cam and solar panel has sat up high almost off top of the edge of the roof without any problems so what would cause it to get damaged all of a sudden or unplug itself.  Not sense at all. Everything else works (Ring pro and spotlight cam), not sure why the panel and the app are inconsistent though.",
114,Amy2377,False,2019-09-27 15:03:31,Unreliable power,2,"We’ve had the Ring Pro for around a year now. It loses power steadily and consistently to where a reset of the breaker is required for it to pop back up to the power needed. We have installed the correct transformer (30va) and then upgraded the transformer again (40va) to supply a little bit more power to the doorbell. We have the pro-power kit bypassing the internal mechanical chime, as directed by ring. I have spent many hours with ring support over the last year and they have yet to suggest a fix that has worked and are unwilling to admit this may be a defect, as I’ve read it’s a problem amongst other ring users. It has been suggested to hire an electrician to rewire our home. I would rather buy a video doorbell that doesn’t require an insane amount of babysitting to work properly before spending money to rewire our house (that is not old and does not have outdated wiring). 

When the doorbell has adequate power after a reset, it works great with timely notifications and clear video. Then the power drops a few mv per day until it goes offline and it needs another reset, which is every 1-2 weeks.",
115,Techzig69,False,2018-07-17 03:44:01,Issues with doorbell 2 motion settings,4,"I have a Ring doorbell 2 and a few spotlight cams. The camera quality is awesome and it was a breeze to set up. I’ve been pretty happy with the products but I do have a problem with the Ring doorbell 2 giving a motion alert on hot days when a car drives past my house. I have the motion alert on the shortest distance of about 5 feet and the street is about 30-40 feet from my doorbell. The smart alert setting is set to light. 
There are a few updates I wish you would add in the future. One is the ability to motion snooze all devices at the same time. For example, when I cut my grass I motion snooze each of my devices. It would be nice to be able to select all of my devices instead of having to snooze each one individually. The second update would be for the motion zones on the Ring doorbell 2. It would be easier to adjust the distance if the actual camera view came up just like it does for the spotlight cam instead of the top view with no camera live view.",
116,FLDeb45,True,2018-01-13 01:07:02,Live View Hardly Works Updated,3,"Seriously wondering if there are problems with the app. Sometimes live view works, but mostly doesn’t. Internet is good. Waiting for the Ring pro with hopes it will improve. If not I’ll be sending everything back. Upset that not only have I spent additional money, but can’t get back the money I paid the electrician to hardwire it. The more I look into this, the more complaints I see about the same thing. I have the Ring doorbell 2 by the way.

Update: Got the Ring Pro and plugged it in about 7 feet from the door. Funny thing was it asked me if I wanted to go ahead with the setup because my connection was good. Tried several times and would not connect to the doorbell. Moved it to an outlet in our laundry room which was an addition to the house so it was closer and it finally worked. It has been working better, but still have trouble with live view occasionally. Giving 3 stars because I feel they should be up front about the fact you need the chime pro and you have to have it very close to the doorbell or nothing works.","{'id': 2241479, 'body': 'Hi FLDeb45,\n\nOh no, I am sorry to hear about this less than excellent Ring experience. Would you be so kind as to email me directly at Kaitlyn.rosenthal@ring.com once you receive your Ring Pro? I would like to be your direct point of contact here at Ring so that I can personally make sure that everything runs smoothly for you this time around. \n\nI would appreciate your time. \n\nKaitlyn R., Neighbor Satisfaction Specialist\nKaitlyn.rosenthal@ring.com', 'modified': '2018-01-13T01:07:02Z'}"
117,Airamwashere,False,2021-08-30 09:08:58,Device health not viewable,1,Updated the app yesterday and it was a mistake .. I shouldn’t have updated the app. Because it was working before that .. I’m an avid viewer of the device health section in the app..for my cameras .. because I like to keep track of their RSSI .. and how my cameras are receiving signals ..the RSSI values are very important in which you receive alerts and recording on my cameras. If I check them and they are in the green numbers then I will know that I will always get alerts at the time the alert is actually happening. Now the device health section is completely blank.. nothing is showing. That part of the app is the most important part of the app other then viewing images of what your camera is recording. Without that info our cameras is like dead in the water. I can’t even know how my camera battery life it at . I canceled my Protect Plan .. I subscribed to a 1 year but just canceled it .. there is no reason for me to be looking at video recording of recordings that are late because the person is already out of the viewing capture area.  You guys need to fix this fast or you will lose a lot of business,
118,LiveLaughLoveCj,False,2021-08-18 17:41:10,Worked great until last update,1,"I am grateful for the service. Pay for the service. Equipment etc. loved the app, how it worked on my phone and other devices…. Then the last update - 2-3 weeks ago now? The notifications are useless. Live view is gone.  I have to go INTO the app to see what has or is happening e.v.e.r.y.t.i.m.e!! of course now with a significant delay. … because you know it’s …. processing. What was pretty great has now become almost useless, bothersome, inadequate in too many ways.  What worries me is this … if one single update and can undo… screw up so much … what else don’t we know? How secure or appropriate are a lot of things behind the scenes. 
Lastly, signing up for “updates” on the “live view issue” which took too long for you all to acknowledge … required more information than I should have had to give.  Even then - that too had an error.  The equipment is fine - the user interface the thing that is supposed to make y’all
something best, better, convenient, user friendly, has left far too much to be desired.  If a patch or fix doesn’t come soon.  It’ll be time for us to find other alternatives.",
119,SuperinaCtree,False,2020-02-29 20:05:48,Don’t waste your $ on the peephole cam,1,I have the new peephole cam and it worked great for the first month...until the free subscription ran out. Now every time I get a motion notification detection the camera can’t even connect to a live view. So if someone is at my door or moving outside my door I can’t open the app to view live. The app shows an error like my internet is not strong enough. I mean it was strong enough to send me a notification of movement! Not to mention if you turn on notifications but you don’t check them for a day (because you know that all the notifications were of you leaving or entering your own house) the app automatically turns off notifications without notifying you. I’m so disappointed with this product. I refuse to pay for a subscription with any company that uses a breakdown in their products to force me into a subscription. On top of all this there are so many articles online about how Ring has had a breakdown in their own security of their customer’s private information. This product is worse than useless. You’d be better to spend the $200 on a guard dog to protect you. At least you’d have a shot of feeling actual safety.,
120,BossLadyGee,False,2020-12-28 17:05:43,excellent customer service,5,"Being honest, the app gets buggy every now and then. So you might have to delete it and reinstall it. However, what makes up for it is their customer service. Hands down some of the best tech support I’ve ever received, if not the best. All of the agents I’ve talk to have been very knowledgeable and easy to talk to. They know exactly what to do for each issue, and they make it quick and easy too. Their wait times are never that long, most likely because of how efficient each agent is on the phone. I highly recommend getting yourself a ring. Ik I raved a lot about their customer service, but the actual door bell is genius. Makes sure to change your default password to configure your wireless internet, as that is how it connects. The app is very straight forward, and the GUI is clean and easy to use. Great company, they know what they’re doing.",
121,Cathy B Spivey,False,2019-06-22 18:03:43,False Notifications,1,"I have purchased 1 Ring Pro Doorbell and 4 Ring Floodlight Cams. My RSSI's are in the 40's and 50's which are considered good. I have 100 MBPS of Internet which is more than enough speed. I've upgraded my router and added extenders. I am constantly getting false notifications. I have my settings on people. That's as low as you can set it. At night it is even worse for some reason. It gotten to the point, I have to cut the switches off at night because they are going off every few minutes. It's here is now way you can sleep like that. The lights are like they are on a timer. They are constantly going on and off. They are on about a minute and then off about a minute. I called Ring support. They told me I needed to lower my RSSI, which I have done to no effect. Customer support is of little help. All they concentrate on is the RSSI's. They even told me because I have a brick house, it made it harder for the signal to pass through. I'm thinking seriously of returning them. It's  pitiful that this is the best Ring can do. Also it takes forever for the app to open to live view. Someone could be in you house before the app evens opens. I would give them a zero if I could.",
122,RBarrH,False,2018-01-08 11:50:21,"Good Equipment, Decent App",4,"Right off the top I’ll say the ring equipment is pretty good at doing what it’s advertised to do. The connection to any wireless device can sometimes be a bit delayed, but that may be more due to internet traffic then Ring itself. When connected it works very well. The sensitivity settings are “OK” at best as they seem to be either non-existent, or to darn sensitive, despite your software settings. I have my Ring Doorbell hardwired into the doorbell wiring for power so I can’t speak as to the battery life. As for the App: very well laid out app and pretty simple and easy to use. It stacks up a mountain of detections pretty quickly which you need to delete if you don’t want to have a full storage setting. (NOTE TO THE APP TEAM HERE!!) It would be very helpful, actually extremely helpful if there were a “Delete All” button to delete the recordings of detected movements. All in all this has been one technology device that I feel was well worth the money, and I plan to expand my system with Ring floodlights.",
123,apryl v,False,2020-08-03 21:20:30,I hate ring,1,"I hate the stupid ring app and all of their products. I have issues with my ring doorbell, driveway, and the app everyday. My ring doorbell stopped working and I can’t even get it to work. We’ve had the doorbell for around 3 years, so it should still be working fine. If 3 years is its lifespan, then I don’t recommend their products because that would be a waste of money. Not to mention, their help center on the app is so retarded. I can’t even talk to a real person, even though that’s who they claim you are taking to when you use the live chat.   I was trying to get help, as I was having a difficult time with my ring subscription. Even though I had my payment on auto pay, they made me subscribe manually, which is very strange. Along with this, I can’t even view my recordings from when my subscription was expired, although they still show up on my dashboard. This is somewhat understandable, but they should maybe offer an option to where you can view them (by paying, of course). The camera quality is also crap, I sometimes can’t make out a persons face when I zoom in. Honestly, save yourself the trouble, the money, and the stress.",
124,RafP81,False,2018-05-16 13:42:23,I love Ring Please App needs Overhaul!,3,"I am a huge Ring App. I’ve invested in multiple Floodlight cams, Ring Pros for front and back door. Doorbells. I love their service but your app interface needs an update it seems dated. Switching from cam to cam is a chore having to back up to main menu. We should be able to swipe left and right through cams or show multiple cams on one screen. Also Whenever I press the red hang up button to switch cams  it delays quite a bit. I'm having to press the button multiple times like an elevator button , really annoying and not very Apple like. Also we should have the ability to change the specific cam Icon in main menu. I have 2 ring pros and one of them has black cover yet only option is to show silver color on icon. Please fix these issues as I really support you guys and plan on buying more products. Make it easier!! Also please add Apple TV support to rival home camera systems and Apple Watch video support . If I’m able to watch my iphones camera on my watch I should be able to see my Ring cams. Thank you guys",
125,Silverbullet218,False,2019-06-19 16:30:50,Anyone want to buy my Ring doorbell?,1,"I was so excited about getting my ring doorbell. Then after having it a few months, it was cut off only to find out that you need to renew a yearly membership just to view your activity. Ok that’s not much, but disappointing. Haven’t had it too long and it really never works correctly. Either it too sensitive and picks up bugs, wind blowing trees, birds, or cars driving by or it does not pick up motion of anything. No in between. Believe me, I have slightly adjusted settings in every way. I have notifications on banners, everything but I’m not getting notifications until it’s too late. One time a person tried to open my door, by the time I got the microphone up, they were gone and short story it caused me to call the police. Yesterday, my daughter said someone parked in our driveway and walked up to the door. I looked and nothing was there. When I try to open an activity, it sits pending for 2 minutes before I can see. I had my daughter ring bell and it was working. I changed settings to more sensitive, and now I get notifications of windy trees. It has been most frustrating and we have missed out when really needed.",
126,james30909,False,2018-09-19 01:00:22,Great Flood Cam,4,"I recently installed my flood cam on September 4. I was totally new with the whole thing.  Installed it with no problems over my garage door and felt because I had a Wi-Fi extender 15 feet away inside my dining room everything would be great. As long as I was within 10 feet of the device I could get live view. Any further distance away would take a minute for live view. Getting live view from anywhere else in town seemed to be impossible.  At that same time I seem to be developing some recent problems with my internet box.  Talked with the service provider and confirm that my box was about 4 1/2 years old. I took the box and replace it with a 
new one. The results were next to amazing!   All functions happen within moments now. To look at my live view cam at any time of day from anywhere in town has a completion time of three seconds now.
So as a comment to all of your reviewer‘s who are unhappy with speed and response. I believe the real problem is their own Wi-Fi network.",
127,😍 Just love it,False,2017-10-19 17:03:25,Waste of money dont buy this product,1,"The ring is a great idea if it worked properly its either always offline or  or a 13-20second delay in motion detection more often then not when doorbell rings it takes too long to load or just never loads so thats a waste and majority of the time my son comes in and get to his room before detection goes off. I am really disappointed i pay a extra $10 a month to have the fastest internet cabelvision offers plus paying the monthly ring fee and its pretty much useless for me and it should also come with a actual in house plug in door bell or something that goes off for motion detection and ringing of the doorbell as well im very disappointed i have to charge the battery like every 2 weeks i could of gotten a real security camera set up for the $200 plus spent on this plus more then one camera should at least come with 2
Since update i am getting a lot of motions detected but video is black and no sound even if i answer the motion still black and no audio currently looking into a nee product dont waste your time buying this product works good at first and i have only had it 3 months and its not working correctly","{'id': 1546215, 'body': ""Hi Just Love It,\n\nThank you for sharing your feedback and I'm sorry to hear your device is not working as expected. I'd like to take a look into the issues you mention in the above review and provide you with some additional options so that we can resolve these and come to a resolution for you. Please reach me directly at Kandyce@ring.com today. \n\nThank you,\nKandyce K., Neighbor Satisfaction Manager\nKandyce@ring.com"", 'modified': '2017-10-20T23:03:37Z'}"
128,Meeeeeeeeeeeeeeeeeeee1234,False,2018-10-18 01:42:50,Hardly works half the time,2,"I see now why they call it ‘Ring’ because when you are trying to use ‘live view’ on of one of your cameras, all you get is the loading ring. Whenever I try to live view any of my cameras it’ll just send me back to the dashboard and I have to try numerous times before it ever connects. I don’t know why I even pay for their service to monitor anyways, do they really even monitor anything? If you need video security of your property I don’t think this is the right purchase for you. Unless you have amazing internet it pretty much is worthless, and I’d recommend a wired system, this wireless system is to unreliable. I like the concept, I like the neighborhood watch, but for the most part, it doesn’t work half the time and we spent a lot of money on our set-up. So I’ll probably stick it out until these things are updated to a point to where the money was worth the purchase. Make sure you do your research and wireless may be nice but sometimes it’s worth spending the extra time and money to get a hardwired system that is responsive 100% of the time and 100% reliable.","{'id': 5581472, 'body': 'Hi Meeeeeee1234, \n\nThis should not be the case. I understand how important it is to have a working device and I want to make sure that we provide this for you 100% of the time. Please email me at Kaitlyn.rosenthal@ring.com so that I can assist you further. \n\nThanks, \n\nKaitlyn R., Customer Satisfaction Specialist\nkaitlyn.rosenthal@ring.com', 'modified': '2018-10-19T19:09:38Z'}"
129,CPB145,False,2018-08-05 18:22:28,App vs Hardware,3,"Most people seem to be reviewing the hardware, and not the app...in the App Store. By in large I’ve been very satisfied with the quality of the hardware, although the motion and light sensing on the floodlight cam is a little quirky. 

The app however could certainly use a speed boost. It’s a bit slow to launch, and if there’s an update available it makes being able to quickly open a live feed from a camera even slower, as you now have to dismiss the notification first. 

Ring- most users aren’t opening your app just to play around for fun; they’re opening it because they quickly need to view a camera feed. When a moments passed, its passed, and due to the apps responsiveness, that happens entirely too frequently. With very fast and strong WiFi, and hardwired cameras, there’s no reason it should take more than an instant to view one at any given time, except for sluggish interface. Also, please remove notifications about new updates from the startup screen when launching to someplace else (an icon within the app?)",
130,meenan8,False,2022-06-07 04:12:05,Love the ring camera except for 1 or 2 things,4,"The ring app is very easy to use & I love being able to go live & see exactly what is happening at that moment. More so when I’m @ home. Makes me feel safe knowing I can easily scope things out by just opening the app. 1 of the downsides tho  is the footage, whether it be live or old, will freeze a lot. You will see a person at your front door or wherever & then it freezes & next thing you know they’re almost all the way down your driveway ready to turn the corner. Or you see your neighbor outside or a car pulling in & it won’t catch that. Most of the time it will but there’s been many times where I know I left at a certain time but it never shows me leaving. Also I wish it would not delete footage. I just became aware of this. The videos only stay on your ring app for 60 days I believe it is & then they’re gone for good. But besides that I’m pretty satisfied.",
131,---Joe---,False,2020-10-03 16:15:55,I expect more!,5,"I expect more from Ring in terms of the app functionality. The history tab disappears and reappears at will when loading the app. 50% of the time I can’t even go through recent history because the tab is just not there. I have to load each camera individually and go through each of their history manually to look at notifications. I cannot tell you how frustrating the app is especially when I love the actual Ring cameras. I’ve been looking at and studying other cameras and their software such as with ADT and Arlo and I’m telling you right now if Ring don’t get their app fixed for the money we all spend for the equipment and service: they will lose me as a customer very soon. Other family members have the very same problems with the app, so it is not just me. Come on Ring, I love you guys please get your stuff together with the app.",
132,W4JJK,False,2020-11-26 16:24:42,Update Information,5,It would be nice to know what everyone of these updates we get on this app does whether it be some new addition or a bug fix. Such as all the double and triple Ring stuff that’s been going on lately which seems to be a bug in the rich option that was added a while back. So I’d ask is this been fixed? I don’t know because it doesn’t say in the update what was done and what was fixed. Therapist worked well for most of the time I’ve used it so there’s nothing really to comment bad only the fact that when something goes wrong you’re not told what got fixed and you have to go back and turn on things such as rich notifications again and see if it starts getting double and triple rare’s. It would be nice to know that it was just fixed so you wouldn’t have to go and do all the footwork yourself.,
133,Oops3,False,2019-09-13 00:09:51,And it’s offline again....,2,"Thunderstorms and tornados are a fact of life here in Oklahoma, especially in the Spring and summer. I have an old Ring (probably first generation)that has a huge delay from the doorbell ringing, ten theapp’s bell ringing, then the app appearing, then the app opening. By then I’m out of my lift chair (which is slow in itself), hanging on to my walker and oxygen and about to open the door when the app rings. This is supposed to make my life easier? 
When the electric blips, which it will certainly do in a thunderstorm at least once (today it was 3 times), I have to now unscrew this ridiculously tiny screw-in the cover. I finally found a screwdriver that fits it,  it it is still a pain to do. Then I have to balance between the doorbell button and my iPhone while sitting on my walker so that it’s a stretch to reach the button. This is bad, bad engineering! Once my internet is up again, there should be: 1. An e-Mail from you telling me it’s offline, or better, a warning symbol attached to the app. 2. A way to reset the doorbell with the app. It’s secure and a whole lot easier for us Seniors to deal with.",
134,steampunk27,False,2017-12-30 16:08:47,"Great Product, App Needs Work",4,"I have been very satisfied with my Ring doorbell for over a year now. It does a good job of recording video and alerting me of motion as well as when I get a visitor. The app works pretty well for the most part but it is a little buggy. 

My biggest complaint is the new neighborhoods feature. As of right now the app will not let me silence the alerts so I’m constantly being bombarded with notifications. The neighborhood section also doesn’t load so I can’t even see what the alert was about. It doesn’t help that the alert noise is a barking dog which is not what I need to hear constantly going off and it’s doesn’t help that it makes my dogs go off as well. 

I would say that right now Ring needs to take one step back from physical product creation and throw a little bit more effort in software and app UX/UI. It doesn’t matter how great the physical product is if the software on the backend and the app on the front end doesn’t do what it needs to do.",
135,kast420,False,2018-07-11 08:26:31,Excessive alerts,4,"This product could be so much better if it had the option to disable ring devices when you didn’t want them on. There is currently no way to do this. Even if you set a schedule to not alert you, the device still records movement and fills up events which makes it hard to find a true event (you just don’t receive the notification), but the recording is still active. It would be great if they came up with a feature like home security systems where you can set them to  “HOME” or “AWAY”. This way if you set it to HOME, no alerts and no recordings happen. Otherwise every single thing is recorded. We have tried getting around this by turning the devices off when we have family events, but you can’t turn off some of the devices (like doorbells). This is very annoying!!!! Please come up with a way to turn all systems off when you need or want to. Other than that, I am happy with the devices. We have 2 doorbells, and 3 floodlight cams.",
136,Lilac23,False,2019-12-22 01:44:30,Latest update ruined app,1,"I absolutely hate the most recent update where you’re now forced to view a timeline.  This app was perfect and I’ve been praising it to non ring users but now it’s just horrible.  I don’t want to see the timeline when I click one of my cameras.  We should have an option to shut that off and go directly to the old VERY USEFUL screen that is now buried under extra clicks.  Also, The zoom function no longer works on live camera making that useless as well.  Plus when I hit “go live” it just spins and spins and the cameras take forever to load.  I tried changing it to the other setting to automatically go live and that spins also.  By the time anything does load many minutes later, if there was someone on my property, at my door or stealing a package, whatever, they are long gone.  Basically the app update has rendered my doorbell and cameras totally useless. And that really angers me given how much we’ve spent on cameras and security system to guard our house.  I am so frustrated and disappointed in Ring right now.  Please fix these issues and get rid of the timeline view or give an option to turn it off!!!",
137,MeyerAD,False,2019-02-02 19:12:20,Only concerned about $ NOT customers!,1,"They don’t bother to send any notice that your 30 day trial is ending (but then nothing said it was just a 30 day trial either!!)!  They just go in and shut down access to the recording!  My daughters car was hit in front of our house less than 8 hours after they shut it down!  We CALLED immediately so their IT department could pull the video off their servers (working in IT we are well aware servers don’t continuously dump data, it updates at a scheduled time daily!).  They assured us that if we PAID for their annual service (which we did on the spot) that they would release access to those videos from that day.  No!  That is the ONLY day we still can not access.  Seriously?  Good luck getting any customer support.  The people answering their phones don’t know anything and getting them to transfer you to someone educated is almost impossible!  According to the police officer that came to fill out the report they have this issue with RING constantly!  Wow!  Police don’t find them to be any help either?  Well that doesn’t exactly provide any confidence in this company!  Thanks for nothing Ring!",
