,title,isEdited,date,rating,review,userName,developerResponse
2384,Liars!,False,2020-12-24 07:53:45,1,I order food at night after work and they cancel my order on multiple occasions claiming the place is closed. Which is amazing because they are 24hr and across the street of me. When I goto customer support to ask why they lie so much I get the run around. All support tels me is that the place appears closed on their end. This company doesn’t know how to do business. But I guess thats why they arent a 2 trillion dollar company like Apple. When I asked tier 2 and tier 3 support they dont have record of my oder magically swept under the rug. Terrible company. No values. All liars. They kept refusing to refund me until 3 months ago when I filed suit against them. Only by the will of Judge Cohen were they finally forced to give me my refund. A normal company doesn’t cancel peoples orders and they fight them in court over a refund. A normal one just makes the customer happy. But this company is not normal. They only see themselves.,Holly2212,
2385,Small yet significant issues,False,2020-06-20 23:34:45,5,"I’ve used the app twice. The first was with the Thumbs Up Diner in Douglasville. Everything was perfect & I rated it accordingly. The second time was with Jason’s Deli in Douglasville. The app claims to offer the full menu; it does not. It’s missing the kids menu. There is no option to add condiments (mayo, mustard, etc.) to a Build Your Own Sandwich. The app doesn’t allow you to choose more than one type of meat or more than one type of cheese for your sandwich. The app also doesn’t allow the chance to add extras such as extra cheese. The app doesn’t allow you the chance to remove something from a menu item such as removing chicken from a salad.",The Real Bubbles,
2386,WORST EXPERIENCE EVER,False,2020-07-17 00:39:14,2,"Husband and I ordered our food from Subway around 4:20pm. Over an hour later we still hadn’t received it. I called Subway. Worker tells me that my orders been picked up. I waited another 30 minutes, still no dinner. No notifications from Door Dash. Nothing. Then around 6:30 I receive a text from the Driver could barely speak English. He texted me and said the store was out of the best we chose, would I like to get anything to replace that? Then he proceeded to text me to ask if I’ve picked up my order. I told him No.l and called him.  Asked him to call customer service for me, he did. While he was on the line another female driver came in and picked up the replacement order. We still never received it by 6:45PM. By this time I was livid. I contacted Door Dash. I explained the story, they canceled the order for me and  apologized. 
My husband had to drive out to pick up our dinner after we waited over 2.5 hours. 
Very disappointed. 
I also would like to mention that I’ve ordered from Door Dash many many times. On more than one occasion our food was late & cold.
Step it up Door Dash!
The restaurants we order from are only a few miles away so there’s no reason for cold food. 
Hire more experienced drives, please!
Half of the time the drivers had to call and ask for directions.",Bossiibiitch,
2387,Terribly inefficient flaws in the system that need to be sorted out!,False,2020-07-12 17:15:50,3,"I got a sprained foot making it hard to hit up a restaurant I love that’s just three blocks away. So I order delivery... The app sent the delivery person (who ended up being a cyclist, poor guy) to the restaurant immediately where he ends up waiting 30mins for the food to be prepared. Then when it’s finally ready, he heads out but not to me, just three blocks away, nope, instead out over a mile past me (went past my direction). When I called the person, he said he had another delivery first. Anywho, poor guy gets to me on a bicycle, about 25mins later when he could’ve just been told to go to me and then the next person, and also shouldn’t have to wait at restaurants like that! Figure these simple things out!",tienzing,
2388,Horrible customer service,False,2020-07-06 14:55:06,1,Awful customer service. Save the headache and go pick up your own food. Multiple times my order has been wrong. No fault to the driver. However if I would have ordered directly from the restaurant I would have been given a refund easily. I ordered a pizza and received it without any sauce! So I finally sent in a complaint asking for a refund. I was told no problem. Check my email in the morning and I was refunded $9! That’s not even the price of the pizza! When I question it I was given the run around and told I didn’t point it out. The person I spoke to that night never said the refund amount so I guess it’s my fault for assuming the whole pizza would have been refunded. But who wouldn’t have!? I didn’t expect my whole order to be refunded. But I spent an extra $20 using their service when I should have just drove into town and got it myself. Lesson learned. I will never order through DoorDash again,Hquarrie,
2389,Great to Have,False,2020-02-03 23:14:57,5,"Door Dash has been awesome... Only an issue or two along the way... no service is ever perfect bc in the end you deal with humans which is great and occasionally bad... 99.9 percent of the time it is great.  Orders can be incorrect so be flexible bc I have found that Dashers don’t/can’t check them bc time constraints.  I have had orders left on my front porch in freezing weather when I couldn’t get to the door fast enough and have had part of my order literally eaten before it made it to me (Door Dash did reimburse that one lol (bc I WAS NOT about to eat any of the rest of it... who knows what else they touched/ate GROSS! Anyway, if it could possibly happen, it will so smile, breathe and have a glass of something that is a favorite nearby!",Mommy20901,
2390,TERRIBLE.,False,2020-02-23 04:02:27,1,"I ordered a meal from shake shack off of doordash and shake-shack gave me a call stating I purchased an item they didnt even sell. They would still deliver it but i would have to go through doordash to get the refund. I then spent a total of 4 days dighting with doordash because they sais it was “nothing they can do” i said that thwy were literally stealing my money. Its no way you can charge me for something and dont deliver the product. The time before that i ordered some food and i told the driver to go to the back gate. I get there and he says oh im going to go to the front .. i said no ... stay where you are. He then proceeded to drive to the front gate and when i got there i said are you the doordash driver and he drove off. Then he sat across the street and ignored my phone call as i watched him. Then i get the food and it looks like someone literally chewed on the plate, the bag was open, and food was hanging out. I told doordash they will mever receive another penny from me.",Flavos flame🔥🔥,
2391,App and company both need significant upgrades,False,2020-02-10 02:55:46,3,App forces you to register with your Google account or Facebook. Option to use email is a dead link. Uninstalling the app.  The restaurant I ordered from used Door Dash As their delivery service and it was a horrible first experience. Order arrived 20 mins late with no communication. Map showed driver driving way of course route to another part of town. Tried to call driver to make sure he was not lost- number provided by Door Dash is a ghost number and does not work. When driver arrived he was ready to bolt back to car until I asked what happened- he said he was late because he had to deliver 3 other orders.  Food arrived luke warm. Driver made no apology. This is not what I expected from my fist experience. Will use other services and other apps.,Duckie0622,
2392,"Awesome for Customers, Okay for Merchants",False,2019-12-15 01:41:37,5,"As a customer I really enjoy this service! Restaurants do a great job making sure the food is properly packed and most Dashers take great care. I’ve had some pretty weird run-ins with Dashers but you’re able to tell Doordash about it. The app is pretty easy to use. 

One thing I absolutely hate is that YOU TIP BEFORE YOU PLACE THE ORDER? I would much prefer if I could tip after I receive the order considering I’ve had food stolen, bad drivers, etc. But other than that I can’t complain. 

As an employee responsible for Doordash at my restaurant, I have had SO many problems from getting the tablet itself to function properly to very rude and pervy Dashers. But, I’m thankful for the new update that allows merchants to give feedback for the Dashers now, and Doordash support is normally very helpful! 

Maybe it’s just the area that I work in, but the only major problem I ever have on a normal workday is with Doordash not functioning properly. Other than that, the service and app are definitely 5 stars for user friendliness, and allowing more communication between the business and the app itself.",opinioninator,
2393,"Love the service, but frustrated about communication",False,2019-11-02 18:32:47,5,"I am a Dash Pass member and love the service. Today I noticed the Kitchens Without Borders designation for refugee-owned business, and was so excited about it! I would like a way to search specifically for restaurants with that designation, but I can’t find a way to do it on the app. While I was looking for the feature, I started looking for ways to communicate with Door Dash, including their website. There is literally NO WAY available to give feedback or ask questions that are not listed on their FAQ. No phone number, email, or web form to fill out. Besides posting on social media, this is the only forum available to give feedback, which I find disappointing.",sar7ah,
2394,Allows you to order food when there are NO DASHERS to deliver it,False,2019-12-01 00:14:05,2,"I have ordered DoorDash numerous times and given them many chances. Several times I have waited an hour and had to be the one to contact DoorDash to ask where my food is. It turns out that DoorDash allows you to order food even if there are NO dashers available to, you know, DELIVER your food. I get refunds to my card (when I have to wait 3-5 business days for the refund to return to my account) but at that point I’ve wasted my time only to end up hungry and it’s too late to order food from someone reliable. Imagine paying for an Uber, waiting an hour for your ride, contacting Uber to ask where your ride is, only for Uber to say, “We actually don’t have any drivers right now but a driver will come to you when they’re available.” How is that a good business model? My advice—order from BiteSquad or EatSmart. Don’t trust DoorDash.",Weckers123,
2395,"Long Time User, Calling it Quits",False,2019-09-22 00:54:37,5,"I’ve been using door dash for about 5 years now. I used to love it and now, with two small kids, you’d think Door Dash would be my best friend. The last three times I’ve used it, the delivery times have been super weird. Now, an order that was supposed to take 45 minutes is going to take 1.5 hours not because of something unpredictable like traffic, but because they decided to have the driver deliver another order before mine. My husband has had an order delivered 2 hours late—no explanation. If I had to estimate, about half of our orders have had weird deliver issues, with growing frequency in the last year. With hungry kids around, I need a more reliable service.",TeKo2221,
2396,Don’t waste your time and money,False,2019-10-28 04:36:35,1,"The process is flawed. Orders going to areas that aren’t close and the customer has no way to fix it outside of cancelling their order or waiting on the order to be cancelled by the driver. 
I just ordered and the app sent my order to an area over 50 min by car due to a river running between. Waited 12-15 min for “customer service chat” who told me even though the order hadn’t even been placed in the store it would cost $2 to cancel, and there was no way to transfer the order to a closer store or driver. When questioned why I would have to be charged anything when I had no control of the problem, I was met with “do you want to cancel or not?”.  I had to call the customer service number to get my full refund and that took 25 min of hold time on top of the time already spent. I would not recommend using this app. At least not until DoorDash fixes its customer service and location settings.",Bryian H,
2397,DO NOT USE DOORDASH,False,2019-09-25 15:06:50,1,"Have been using DoorDash for a while now until recently, I had received and incomplete order and contacted DoorDash about the missing food (I have pictures of my order by the way) and the DoorDash solution was to credit me $3.00. Of course I didn’t except it considering my messed up/missing order costs more than $3.00 so I emailed them about my request of just a refund for the incomplete order and emailed me back saying unfortunately we are unable to provide any compensation based on your details of your order. WHAT DO YOU MEAN??? My receipt clearly has the price of the item they tried to offer me $3.00 for!!! So now I have no refund, no credits, and I didn’t get to have lunch yesterday either but they still hope for me to give their app another chance lol..do not use unless you like wasting money and being left hangry. They just lost 9 customers because my brothers and sisters would use this app before as well but not anymore.",bacc_1993,
2398,"Took my money, and I got no food",False,2019-08-26 02:12:55,1,"I WAS a constant user of doordash. I recently just got back from a trip in AZ were I also used doordash. I’m in utah now and just tried to use my doordash again. Immediately after processing an order, I noticed the address was incorrectly still set for the AZ address. Within 30 seconds, I first notified the dasher and then got in touch with customer service. Dasher said call customer service which at this point I already did. They told me the order was already made and the dasher already picked it up. I called into the restaurant and they told me the order was canceled/voided and I’d have to get my money back from doordash since they took the payment. Customer service said “there was nothing we could do about it.” Basically doordash just took $15 and I have no food. I want my $15 back, but more importantly, I’d really just like to have my food. Doordash, please fix this. Because until then, I will not use doordash again.",Beadtboi44,
2399,You have one job,False,2019-04-26 02:40:23,1,"I had issues ordering for my office a year ago, so I haven’t used them in a year...gave them another try and ordered w/ door dash about a month ago, and after waiting an hour, the meal still hadn’t been picked up at the restaurant. We tried EVERY customer service help line and email with no response or a busy signal. We called the restaurant to be told there were about 8 door dashes sitting there and no one had come pick them up. The store even tried their help lines for 30 minutes with only a busy signal for every number called. Magically, a credit appeared in our account for the amount paid a day later. We decided to give them one more try...our pizza has been ready for pickup for exactly 1 hour now...we just got a notification the dasher has been alerted and will be delivering to us in another 40 minutes. The restaurant is 4 miles away. Worst app ever. We are both deleting and never using again.",boz113,
2400,Needs better customer support,False,2019-04-13 02:02:06,5,"Last two orders never showed up. First time, the driver said that the restaurant didn’t exist (not true), then he said that the order never arrived arrived at the restaurant. On the map it showed that he clearly never left his house, or wherever he was at. At least I got credit for that. Second time, I never got a driver. I understand that good drivers can’t be guaranteed, but the real issue is that I can’t get into contact with someone for assistance until the order is cancelled, which can be hours later. I was unsure if my order would arrive, but I had no way of knowing, so I had to wait an hour, guess that the order will never arrive, then decide to get food some other way.",JPhux,
2401,"Glitchy, Limited during Rush; Try other Apps",False,2019-04-14 02:40:13,1,"In concept, a good idea, but poor in execution and fails too many times. Support seem to try their best to notate the problem as they promise to notify HQ of the complaints; I hate taking it out on them, but some numbskull programmer(s) fail to fix simple glitches like workable buttons even after multiple complaints & supposed escalation of the issue to HQ. When it’s super busy & there’s a system failure, which is often, it can take over an hour to reach support or app indicates there’s over 400 other people in front of you, seems inefficient. If you have that many people waiting for support, that means 400 too many people are upset! They apologize & offer sympathy for our frustrations, but all people want is the technology be ironed out as it’s being done by other companies. If the problems continues & repeats too often, their apologies & sympathy become empty till everyone moves away - their lost!",pat_ontheback,
2402,Flawless.,False,2019-02-17 21:38:58,5,"I’m not sure why I didn’t utilize DoorDash sooner. I was a frequent GrubHub user and was a just as frequent angry, dissatisfied GrubHub customer. 9/10 there would be something wrong with food, or it would take years to get to my door in the first place, or by then something was missing... I could go on. My point is: literally every single time I have used DoorDash the service has been flawless. From start to finish they are in communication with you, and it is always VALID information. They have always arrived within the allotted ETA. The drivers are always SUPER sweet and friendly! (As opposed to the shady ones you get elsewhere.) The order is always correct and they utilize a much larger group of restaurants. Super pleased.",sj982,
2403,crap app,False,2019-02-19 01:18:51,1,"I placed the order in my DoorDash person 15 minutes later said they were out of two items. I asked for replacements and was told I needed to go through the app. I went through the app and typed in a bunch of information through my phone and then it was put in line as number 42. 10 minutes later I talk to someone that had no idea the status of my order nor the information I put in saying what I wanted. I didn’t want to enter from the phone anymore so I hung up. And then I asked my dash person to cancel. After that I got two phone calls, excuse me three phone calls, from dash not knowing the status of my order. Eventually I canceled the order. After an hour of this. The lack of information being shared in the app and repeatedly needing to tell people the status of my meal was very frustrating. 

Not worth the convenience as it was extremely inconvenient. Now 90 min later, I am going to go get dinner from get hub.",jenzebob333,
2404,Great app,False,2018-12-23 22:08:08,5,"I use this app often. However, I noticed that, when I login, there is a store called “graveyard of stores”. When you click on it there is a message that says “do not change. Please move store to a different business if it should be active” I am assuming that all of the things listed under this “store” are items that have been removed from other stores. I think this “store” was accidentally activated. There was nowhere I could find within the app or website to report this so I came here.  I thought it was a fluke that would be removed when I initially saw it, but it’s been there are a week or two now. You may want to consider scrubbing your apps for it so you can deactivate it.",KatDenise80,
2405,Horrible,False,2019-01-19 03:59:57,1,"""Alrighty where do I begin. I used this app twice. I work at a hospital and I can’t leave my patients so I thought this was a great app. The first time I used it the driver refused to bring my food up because they couldn’t find parking.... it’s a hospital ... really... the second time the same thing happened, I was with a patient so I sent my phone to voice mail... the driver texted me demanding I answer my phone, I did and they said they can’t park. I said your app is supposed to deliver the order to the door, please park, I’m with a patient and I cannot leave... welll customer service called me saying if I don’t go pick up my order they will leave. I lost it. I asked for a manager. They gave me every incoherent excuse of them being Busy. I had to leave the patient, go back to the office where the deliver was to pick up my order.... and the best part ... the driver was double parked. Horrible customer service. Horrible app. Don’t use it. It’ll just frustrate you.",SuatSai,
2406,Please update,False,2018-07-31 17:13:44,5,"The menu isn’t the same as the establishment and is formatted improperly. When you select your order, the receipt displays only part of the selection. (I.e. under calzone, selects pepperoni. Receipt solely reads: pepperoni. Restaurant makes pepperoni pizza. OR build a salad: add on items listed with max veggies. App asks if you want sides, drink or dessert. You select. App only shows 1 item. salad with sides mixed in with veggies. I had 2 days of missing items due to the poor translation of menu to order receipt. Oddly enough, I was charged properly. This is very frustrating. Also... in order for me to report an issue, I have to give the driver a poor rating. The driver was fine, the restaurant was find, it’s your app that is the problem.",Mivoz,
2407,Unsatisfied.,False,2021-01-30 20:50:27,5,"Door dash took my money for an order I placed and then it was automatically declined and they issued me a refund but now I have to wait 5-7 business to get my money back. When I called to see what happened they said they contacted the store I ordered from twice but the store didn’t answer so they just dropped my order. That does not seem like they care about my time and money. My order was immediately dropped after placing it, they should have contacted the shop more times than just twice or they should have waited longer for the store to respond because now I have to wait days to get my money back. Very frustrating.",💕Shortaay💕,
2408,Sketchy Business,False,2018-07-18 02:56:22,1,"I would give Door Dash negative stars if I could. They post menus from businesses without their knowledge. I found this out after my family’s restaurant was listed. We would get calls for takeout orders and when the dashers came to pick up the food, they’ll abandon the order because the total was higher than what was collected from the person who ordered. This happened multiple times where the orders were abandoned. We looked online and found that a very old menu from 10+ years ago was posted. We asked to be removed and they did. Now they posted an old menu again. This is costing the business owner money. How is this legal!?! After discovering this practice, I cannot use Door Dash ever again. My family’s business is just a local mom and pop place and has to eat the cost for Door Dash misrepresenting my family’s business. If we asked to be removed, they should not be allowed to re-post. So upset by all of it.",Slots O'Fun,
2409,Horrible,False,2018-04-26 06:08:28,1,"Ordered McDonald’s late on a Friday for a kickback. After our fairly large order, I texted the driver the sauces we wanted (don’t remember if app didn’t have that automatically built in or some other reason). ETA was 45-50 minutes later, which was understandable. However, the entire time we waited and looked forward to our meals, the ETA remained the same but the driver’s location remained at the restaurant. We assumed it was just a glitch but right when our “delivery” was upon us, the whole app just froze. After relaunching, it showed no past orders or any traces of activity. After contacting customer service, a different rep keeps emailing me a template response stating they could not reach me even though I never received a call or sincere email. One of the worst customer services I’ve ever experienced. 

tl;dr: Crappy app caused us to waste our time waiting and starving without any notification that there was an issue. Horrible, automated customer service.",Groot4628,"{'id': 3425397, 'body': ""Hi, Groot4628. We're sorry we didn't address the issues you had with your order. We'd like to help. If you head to doordash.com/help and send us a support request, we can take a look at your account."", 'modified': '2018-05-10T18:42:18Z'}"
2410,J Harper w Bonae boutique…,False,2022-08-31 17:20:50,3,I order w door dash 1 or 2 times each day of the week.. It saves me time and gas..also I pay to be serviced .. I don’t like or feel safe when some drivers drive for or speak for door dash that is not a registered driver.. I get this  a lot…It’s not safe when the bag or the food containers are not sealed shut w tap or staplers… the food can easily be contaminated… I don’t like to have to get out of my work zone or comfort zone when I have to meet someone at the gate.. this doesn’t feel safe… I see no need to tip.. I already pay for deliver and other fees w the order… plus there will always be something missing from the order…I pray that this review better improve the service that way we both benefit more.. I believe in tips but not right now w door dash … Safety 1st❗️,Bonaeboutique,
2411,"Good if you’re sick, can’t drive, have COVID etc",False,2022-01-24 08:51:33,2,"So Postmates used to be a chillin app. Limited fees etc. but now the fees are outrageous. Service fees, CA benefits, and delivery fees. That’s ridiculous. 

It will cost about the same in fees to get whatever you’re ordering then automatically put a tip as if the job/order has been done. Tip is a non required service that is done when someone does a good job/is swift/is nice etc. 

Doordash shouldn’t be putting a fee on customers for paying benefits to their employees. Customers should definitely pay a delivery fee and it should be set like $5 max. There’s so many people using this app that it’s crazy. 

Then they try to get you to pay like $10 per month to not get a delivery fee but the service fees are then still high so it’s like you’re still paying the fee and they still don’t pay their drivers well enough to not try to trick customers into tipping. 

I’ve had multiple items missing, missing orders, sketchy/wrong drivers. It’s all just to make money. Then they try to only give credits like that makes up for the issue. 

But yea. If you need it okay it’s there but overall not the move. If you’re able bodied and it’s a 20 min walk and you’re not in a sketch area, make that walk.",postmstes,
2412,Last resort,False,2021-09-04 17:28:32,1,"Only giving it one star for 2 big issues that ruin an otherwise good app for me:

1) Some restaurants are listed as closed when they are in fact open. I even call them just to be sure and often end up taking the drive I was trying to avoid in the first place. Keeps happening with Hibachi House of Clinton and has happened numerous times with the Lolo’s Hawaiian BBQ at Roy and even the Chilli’s in Riverdale.

2) The app doesn’t allow me to change the tip amount when choosing the Other option. Whenever I try to, the number pad comes up, I put in the desired amount, but then the number pad stays up covering the “confirm button”. I tried dragging it out of the screen but that just cancels your selected amount and reverts back to the default, or “recommended” tips. This was never an issue when using the browser page, but the site rarely works on mobile.",chillybranch,
2413,4 orders I’m a row,False,2021-07-17 05:45:18,1,On two separate occasions I ordered from 3 separate restaurants from the app both with confirmation from store and driver on their way notification but when it came time to appear at my home nothing. One even confirmed he’d delivered my order. Mind you there were two other restaurants I ordered from after I spoke with customer service and than placed a new order same story now I’m being credited. Tonight I placed an order and dasher apparently dropped my order I was promptly asked if would like a replacement delivered which when dasher arrived at restaurant was told order had already been picked up. With the only thing being more credit granted that’s nice but doesn’t excuse the lack of professionalism you’re dealing with peoples food and money and time which I believe like the dashers is very valued I don’t think I’ll be reusing the app for awhile as this seems to be a recurring event.,ruenarz,
2414,Horrible App With Trash Customer service.,False,2021-05-20 23:56:39,1,They never actually get your food right and when they get your food wrong you are left with no money because your bank takes 3 to 7 days to process the refund and you are left with no food and you still have to go back out to get it with less money than you had before and in some cases you have no money now because you spent it on door dash and door dash still holding onto it. And good luck trying to complete explain any of this to the customer support team because when I called them the only thing the lady was concerned about was the fact she didn’t like my town they don’t actually care about your problems they won’t help you no one will help you just save your money don’t do it to yourself it’s not worth it and it’s less irritating to just go pick it up yourself. UberEats if you’re really unable to drive.,tia__ann,
2415,Love my food never coming :),False,2021-04-10 05:26:44,2,"Contacting drivers is difficult and many times I haven’t been sent my food. Things are almost always missing and all that can be said is nothing because of how difficult communication is. At times I’ve been scammed out of my food, with it not even being delivered here or delivered at the completely wrong addresses. Sums up my problem with the drivers because the app is actually quite easy to use except for the difficulty in communicating with drivers and the overly higher priced food. Food being dropped off at the wrong address, missing some food and drivers saying that the food was delivered and never showing up are my big problems with the delivers and the app not caring for the consumers. You pay for the food and it never showing up, it is literally ridiculous.",hiwjsiisus,
2416,Food is always cold by delivery,False,2021-03-30 19:59:33,1,"I have found that if I order anything more than 5 minutes from my house, it takes EXTREMELY long to arrive (much longer than the estimated time — I’ve had orders sit on “25 minutes to delivery” estimated times for more than an hour). The driver picks up & delivers multiple other orders so food is frequently cold by the time it arrives. I don’t think that’s up to the drivers (?) — I think Door Dash is to blame for that. Better off to just pick up if you want hot food.

Additionally, Door Dash doesn’t show you which location you might order from — so you might think you’re ordering from a restaurant 3 minutes up the road — but the driver is picking up from a location 30 minutes across town (and again, making half a dozen other stops on the way to you).

There is no recourse for even SEVERELY late deliveries, nor cold food. It’s just a gamble every time.",MeesCake,
2417,"Great, easy to use app!",False,2021-03-28 06:22:17,4,"I’ve been addicted to ordering through DoorDash lately because it’s very simple & easy to use and shows a variety of options to chose from and I love how they show each restaurant/store’s popular items and a star rating for each place. Only problem I have had with DoorDash is when Certain restaurant’s menus don’t show everything they have or don’t have a specific food item I am looking for that I know they have if I were to go pick it up in person & I’m not sure why, if it’s a glitch in the app or if there’s a reason behind not listing certain food items but other than that I would definitely recommend DoorDash to anyone wanting to stay home and order food 😁",CamBamxoxo,
2418,"Good idea, poor execution.",False,2021-03-09 06:31:37,2,"Unfortunately there are no mechanisms designed to make Dashers more accountable. For example, you have to tip before you get your food. Why? More times than not I’d be waiting past my expected delivery time or the order would show up incorrectly (and I’d like the option to tip accordingly). Additionally, you can rate your Dasher and the restaurant after the order but there is no way to know if the Dasher you’re getting has a good or bad rating. Finally, I understand the precaution of sealing bags at the restaurant; however, how can a Dasher verify that your items are actually correct? And if you don’t get all of your items, what is the resolution? DoorDash credits to use on your next order...cool...guess one of my friends or family isn’t going to eat now? How about implementing a way for you to get the food you ordered?",Jewican,
2419,They mess up delivery’s,False,2021-01-20 22:24:59,1,"I work at a restaurant where we do doordash delivery and 90% of our complaints are about doordash, and it being because they forgot something. There was even one time we had someone complain that they didn’t even get their food all they got was the sauce and for our place we don’t put our stuff in a bag because it’s too big but that doordasher literally forgot the important part of the order and just brought the sauce to that person who ordered it. Another time we had someone call and tell us they got a delivery from doordash but they never ordered anything from it. And another time I had a doordasher call and try to tell me that we forgot one of the foods for an order, but it wasn’t our fault most of the time it’s doordashes fault cause their employees tend to forget a lot and people call us and it makes it look like it’s our faults when it’s actually doordash",Dinkins $$$$$$$$,
2420,Last order today,False,2020-01-06 01:15:42,5,"Tried to place an order. The order was confirmed and within seconds, I received a message that my order was canceled. No explanation, just canceled. The restaurant was available to order, my payment was fine, it was a normal dinner time to place an order. I contact customer support and received a message an hour later, explaining that the restaurant wasn’t taking orders at that time. Hmm, why was the restaurant available to start placing an order, if they weren’t taking orders? Why didn’t the “order canceled” message say the exact reason it was canceled? We will not use DoorDash again. Uber Eats & Post Mates are much better and we’ve never had an order canceled. Huge lack of communication.",$Tampa9,
2421,Horrible service!,False,2021-01-20 08:09:47,1,"I placed an order which the restaurant didn’t prepare since they we closed. My dasher showed up to the restaurant and then went home without informing me because they didn’t want to cancel the pickup, leaving me to call customer service to deal with it. When I called them, customer service LIED TO ME and told me the restaurant was open and that they talked to them (I checked their hours and caught an employee on the phone on the way out — this employee informed me they had never prepared the order as they had closed). Customer service then proceeded to send another dasher and keep my money — I had to talk to three different service reps until they finally issued me a refund which won’t arrive in my bank for another week. I will NEVER use this app again! Customer service LIED to me, my dasher played games with me, and both the restaurant and I had to deal with headaches for two hours!",wontbeusingthisappagain,
2422,NEGATIVE 5 stars if I could,False,2021-01-15 10:27:00,1,"My first time ever using this app/service I placed an order with doordash then immediately afterwards they canceled my order but I was still charged. They canceled the order stating the restaurant was close which wasn’t accurate because I drove to the restaurant myself after the canceled order. But because they charged me I have to wait 5-7 business days for a refund. This is ridiculous! I was charged twice as much as what the actual prices were at the store and never received anything from them and they refuse to release my funds! They blame the bank but my bank is very transparent with me & let me know DOORDASH has a 7 day hold on my funds & they could not release my money to me unless doordash gave them the ok. Doordash would not do so, so here it is 7 days later & still waiting on my refund. I’ll just have to dispute the charges. I will never again order using this app",BoyMom0019,
2423,Fix your App,False,2021-01-12 19:15:37,4,"During the checkout process; I selected for the delivery driver to “hand to me”. Anytime I made the slightest change like: adding payment, selecting tip, and choosing a scheduled time for the delivery, the options I selected to “hand to me” had been defaulted back to “leave at my door”. I had to change it back no less than 5 times, including after I had placed the order and was selecting my notification options. I had to select a 6th and final time, and am still not confident that my delivery will be handed to me and not just left outside of my door to get nice and cold before I can eat it. I have a new(ish) iPhone, and am currently running the most recent iOS version. This is an app issue that needs to be addressed.",Adam Gamblin,
2424,Horrible Customer Service!!!,False,2020-10-15 13:11:42,1,"My friends were over and they finally persuaded me into getting door dash . So we order and one of the items I order was dripping in a river of oil (I get it fast food is greasy but this was an exaggeration of oil and grease) so I contact customer service and I get the automated response that thank you for letting them know but I’m not eligible for compensation on the item , I message them again and I’m told a refund would take 1-7 business days along with an email confirming it , I get the email and it says “we are sorry that you had a disappointing experience using our service. Unfortunately we are unable to approve your request due to the amount of recently processed compensation on your account” 
Like what?! Really I’m trying to get help for this single item and my account is new so what am I supposed to think know? No help whatsoever.. NEVER AGAIN using this app !!",samskysamsam,
2425,App places fraudulent orders,False,2020-10-04 02:22:31,1,"I had an order placed that I’d not ordered. $50 worth of Mexican food showed up to my place when I was out of town. I only knew about it because the driver contacted me. I’d didn’t place the order. Nobody else has access to my account. When I contacted them they told me it’s not their fault and to contact my bank and file a dispute. This was the last straw. I’d say my orders were wrong about 30% of the time, but it’s usually driver /restaurant error. Support was typically pretty good about making it right. This is the first time the app placed a fraudulent, inexplicable order. Support’s careless and short response and failure to take responsibility for fraud is why I’m currently giving about $300/mo worth of business to their competitor now. Suggest you do the same or pay close attention to your credit card statements. Mistakes happen. Software isn’t perfect. Indifference to your software’s making mistakes in intentional and unacceptable.",cjm41,
2426,Moretti’s and Rosati’s,False,2020-08-31 13:05:22,1,"DoorDash is great to work for but terrible to order food from. When it comes to reimbursement, I’ve been screwed over by them twice now and it seems that they don’t care to make me feel valued. First time I had missing items they were able to reimburse me but for some reason, because of my “account history” they can’t do it again? Like there’s no follow up at all; they won’t take the time to investigate and determine whether or not I’m lying (which I am not btw). It saddens me that a company that grew this big suddenly stopped giving a hoot about their customers, especially when some of those customers also happen to be their dashers. And don’t even get me started on another order I never even received. The restaurant (Moretti’s) never “received” the order and thus, I was never able to get the food nor was I compensated for the money I wasted. But sure DoorDash, keep using COVID as an excuse to not do your due diligence.",Jah Baked,
2427,Do NOT waste your time.,False,2020-08-27 00:39:09,1,"This is hands down the most disorganized and difficult app to use. I literally cannot stress enough how horrible this is. If you want to be a dasher you’re will not earn nearly enough to break even on how much you will spend on gas, you will end up driving aimlessly for hours because they cannot find a customers location.  I genuinely regret doing this and will absolutely NEVER be dashing ever again.  WORST experience imaginable.  If you’re considering this to make some extra cash on the side please don’t bother or waste your time.  All they will do is cause you unnecessary stress and it will end up costing you way more than any amount you can make.  Also getting a tip from a customer is unfortunately really rare so yeah if you’re looking for a way to make some extra money DO NOT waste you time with this terrible service.  If I could rate it zero stars I would. :(",Daniel brookler552,
2428,DoorDash has gone down hill,False,2020-08-17 18:31:31,1,"I use to order from DoorDash more than once a week and it was amazing. From time to time there may have been a missing item or longer than expected delivery time but all normal things to expect with any type of delivery. Lately every single order I place through DoorDash has had major issue: extremely long delays in delivery time (after the order is picked up as you can track the drive), multiple missing items, orders just cancelled and I find out after waiting for 30 minutes that I have to order from somewhere else, and I literally received an order that did not have one thing I actually ordered in it! It’s been quite frustrating and I’ve had to start using other delivery platforms like Grubhub, Postmates to get correct orders and never had an order cancelled through these other platforms. Lost my business for sure.",Biffannelli,
